title,authors,released,publisher,label,serialization,volume,notification,entry link,img src
推しVが教え子で私がママで!? (3),晩野,2023-08-01,芳文社,FUZ,,3,,http://yurinavi.com/2023/06/23/oshiv-3/,http://yurinavi.com/wp-content/uploads/2023/06/oshiv-3.jpg
猫娘症候群 (8),ネコ太郎,2023-08-01,GANMA,,,8,,http://yurinavi.com/2023/07/30/katorusu-ganma-8/,http://yurinavi.com/wp-content/uploads/2023/07/katorusu-ganma-8.jpg
派遣とバリキャリ (3),sheepD,2023-08-04,大洋図書,LiLy Love,,3,,http://yurinavi.com/2023/07/18/hakento-barikyari-3/,http://yurinavi.com/wp-content/uploads/2023/07/hakento-barikyari-3.jpg
突然何となく隣の席の同僚とキスしたくなりました。(2.5),三浦コズミ,2023-08-04,ブリック,BLIC-GL,,2,,http://yurinavi.com/2023/07/31/totsuzen-nantonaku-4-2/,http://yurinavi.com/wp-content/uploads/2023/07/totsuzen-nantonaku-4-2.jpg
別冊コミックアンリアル わからせ百合編 デジタル版Vol.1,アンソロジー,2023-08-04,ｷﾙﾀｲﾑ,ｱﾝﾘｱﾙ,,1,,http://yurinavi.com/2023/08/21/wakaraseyuri-1/,http://yurinavi.com/wp-content/uploads/2023/08/wakaraseyuri-1-kakushi.jpg
おかしなエルフと女子高生 (2),東385,2023-08-07,竹書房,バンブー,,2,,http://yurinavi.com/2023/05/25/okashina-elf-2/,http://yurinavi.com/wp-content/uploads/2023/05/okashina-elf-2.jpg
Do It Yourself!! -どぅー・いっと・ゆあせるふ- (3),こゆびた べる,2023-08-07,スクエニ,ガンガン,,3,,http://yurinavi.com/2023/07/07/do-it-yourself-3/,http://yurinavi.com/wp-content/uploads/2023/08/do-it-yourself-3.jpg
魔王城デート大作戦！(1),涼海来夏,2023-08-08,ｷﾙﾀｲﾑ,ｳﾞｧﾙｷﾘｰ,,1,,http://yurinavi.com/2023/07/05/maoujyo-dating-1/,http://yurinavi.com/wp-content/uploads/2023/07/maoujyo-dating-1.jpg
女子校の王子様は私しか眼中にないらしい 百合アンソロジーコミック①,アンソロジー,2023-08-08,ﾌﾞｼﾛｰﾄﾞ,Latte,,1,True,http://yurinavi.com/2023/08/21/jyoshikounooujisamaha-1/,http://yurinavi.com/wp-content/uploads/2023/08/jyoshikounooujisamaha-1.png
花唄メモワール (1),一ノ瀬けい,2023-08-09,芳文社,きらら,,1,,http://yurinavi.com/2023/07/08/hanauta-1/,http://yurinavi.com/wp-content/uploads/2023/07/hanauta-1.jpg
スローループ (8),うちのまいこ,2023-08-09,芳文社,きらら,,8,,http://yurinavi.com/2023/07/08/slow-loop-8/,http://yurinavi.com/wp-content/uploads/2023/07/slow-loop-8.jpg
ぱちん娘。(4),若林 稔弥,2023-08-09,星海社,,,4,,http://yurinavi.com/2023/07/21/pachinko-4/,http://yurinavi.com/wp-content/uploads/2023/07/pachinko-4.jpg
明日もまた勇者のとなり (1),梶井 スパナ,2023-08-10,カドカワ,エース,,1,,http://yurinavi.com/2023/07/07/asumomata-1/,http://yurinavi.com/wp-content/uploads/2023/07/asumomata-1.jpg
私、能力は平均値でって言ったよね！(4),FUNA / 亜方 逸樹 / iimAn,2023-08-10,スクエニ,ガンガン,,4,,http://yurinavi.com/2023/07/21/heikinchi-comic-4/,http://yurinavi.com/wp-content/uploads/2023/07/heikinchi-comic-4.jpg
サキュバス百合えっち Vol.1,アンソロジー,2023-08-10,ｷﾙﾀｲﾑ,ｱﾝﾘｱﾙ,,1,,http://yurinavi.com/2023/08/29/succubus-yuri-1/,http://yurinavi.com/wp-content/uploads/2023/08/succubus-yuri-1-kakushi-1.jpg
恋と呼ぶには青すぎる (2),真くん,2023-08-12,カドカワ,it,,2,,http://yurinavi.com/2023/07/07/koitoyobuniha-2/,http://yurinavi.com/wp-content/uploads/2023/07/koitoyobuniha-2.jpg
瑠璃の宝石 (4),渋谷 圭一郎,2023-08-12,カドカワ,ハルタ,,4,,http://yurinavi.com/2023/07/31/rurino-houseki-4/,http://yurinavi.com/wp-content/uploads/2023/07/rurino-houseki-4.jpg
魔法少女にあこがれて (10),小野中彰大,2023-08-17,竹書房,バンブー,,10,,http://yurinavi.com/2023/05/21/mahoako-10/,http://yurinavi.com/wp-content/uploads/2023/05/mahoako-10.jpg
舞ちゃんのお姉さん飼育ごはん。(4),秋津貴央,2023-08-17,竹書房,バンブー,,4,,http://yurinavi.com/2023/05/25/maichan-4/,http://yurinavi.com/wp-content/uploads/2023/05/maichan-4.jpg
お姉さんは女子小学生に興味があります。(10),柚木涼太,2023-08-17,竹書房,バンブー,,10,,http://yurinavi.com/2023/07/21/oneesanha-jyoshisyougakuseini-10/,http://yurinavi.com/wp-content/uploads/2023/07/onesyo-10.jpg
みなそこにて (3),冬虫カイコ,2023-08-17,双葉社,ｱｸｼｮﾝ,,3,,http://yurinavi.com/2023/07/08/minasokonite-3/,http://yurinavi.com/wp-content/uploads/2023/07/minasokonite-3.jpg
らぶ あんど ぴーす (2),原田重光 / 蘇募ロウ,2023-08-17,講談社,マガジン,,2,,http://yurinavi.com/2023/07/31/love-and-2/,http://yurinavi.com/wp-content/uploads/2023/07/love-and-2.jpg
ぜんぶ壊して地獄で愛して (1),くわばら たもつ,2023-08-18,一迅社,百合姫,,1,,http://yurinavi.com/2023/07/03/zenbukowashite-1/,http://yurinavi.com/wp-content/uploads/2023/07/zenbukowashite-1.jpg
コミック百合姫2023年10月号,,2023-08-18,一迅社,,,,,http://yurinavi.com/2023/08/16/yurihime-202310/,http://yurinavi.com/wp-content/uploads/2023/08/yurihime-202310.jpg
きみと観たいレースがある (2),くわばら たもつ / 渡辺零 / 駿馬京,2023-08-18,ホーム,,,2,,http://yurinavi.com/2023/07/05/kimitomitai-2/,http://yurinavi.com/wp-content/uploads/2023/07/kimitomitai-2.jpg
笑顔のたえない職場です。(8),くずしろ,2023-08-18,講談社,KC,,8,,http://yurinavi.com/2023/07/18/egaono-taenai-8/,http://yurinavi.com/wp-content/uploads/2023/07/egaono-taenai-7.jpg
雨夜の月 (5),くずしろ,2023-08-18,講談社,ヤンマガ,,5,,http://yurinavi.com/2023/07/18/amayono-tsuki-5/,http://yurinavi.com/wp-content/uploads/2023/07/amayonotsuki-5.jpg
タダでは抱かれません (6),檜原フキ,2023-08-18,講談社,ヤンマガ,,6,,http://yurinavi.com/2023/07/18/tadadeha-6/,http://yurinavi.com/wp-content/uploads/2023/07/tadadeha-6.jpg
双子姉妹ちゃんの百合生活,LIN,2023-08-19,渋谷六花,アシオナ,,1,True,http://yurinavi.com/2023/08/17/futagoshimaichanno-1/,http://yurinavi.com/wp-content/uploads/2023/08/futagoshimaichanno-1.jpg
はなものがたり (3),schwinn,2023-08-22,カドカワ,ﾌﾗｯﾊﾟｰ,,3,,http://yurinavi.com/2023/07/06/hanamonogatari-3/,http://yurinavi.com/wp-content/uploads/2023/07/hanamonogatari-3.jpg
結婚したい竜宮さんは上陸しました (1),朱子すず,2023-08-22,カドカワ,あすか,,1,,http://yurinavi.com/2023/07/31/kekkonnshitai-tatsunomiyasan-1/,http://yurinavi.com/wp-content/uploads/2023/07/kekkonshitai-tatsunomiyasan-1.jpg
志乃と恋,千種 みのり,2023-08-23,カドカワ,MFC,,1,True,http://yurinavi.com/2023/07/06/shinoto-ren/,http://yurinavi.com/wp-content/uploads/2023/07/shinoto-ren.jpg
処刑少女の生きる道 (6),佐藤真登 / 三ツ谷亮,2023-08-25,スクエニ,ガンガン,,6,,http://yurinavi.com/2023/07/05/syokeisyoujyo-comic-6/,http://yurinavi.com/wp-content/uploads/2023/07/syokeisyoujyo-comic-6.jpg
ばっどがーる (3),肉丸,2023-08-25,芳文社,きらら,,3,,http://yurinavi.com/2023/07/09/bad-girl-3/,http://yurinavi.com/wp-content/uploads/2023/07/bad-girl-3.jpg
ぼっち・ざ・ろっく！(6),はまじあき,2023-08-25,芳文社,きらら,,6,,http://yurinavi.com/2023/07/09/bocchi-the-6/,http://yurinavi.com/wp-content/uploads/2023/07/bocchi-the-6.jpg
ぼっち・ざ・ろっく！アンソロジーコミック (2),アンソロジー,2023-08-25,芳文社,きらら,,2,,http://yurinavi.com/2023/07/09/bocchi-the-ansoro-2/,http://yurinavi.com/wp-content/uploads/2023/07/bocchi-the-ansoro-2.jpg
またぞろ。(3),幌田,2023-08-25,芳文社,きらら,,3,,http://yurinavi.com/2023/07/09/matazoro-3/,http://yurinavi.com/wp-content/uploads/2023/07/matazoro-3.jpg
私を喰べたい、ひとでなし (7),苗川 采,2023-08-25,カドカワ,電撃,,7,,http://yurinavi.com/2023/07/19/watatabe-7/,http://yurinavi.com/wp-content/uploads/2023/07/watatabe-7.jpg
悪いが私は百合じゃない (5),もちオーレ,2023-08-25,カドカワ,電撃,,5,,http://yurinavi.com/2023/07/19/wagayuri-5/,http://yurinavi.com/wp-content/uploads/2023/07/wagayuri-5.jpg
どれが恋かがわからない (3),奥たまむし,2023-08-25,カドカワ,MFC,,3,,http://yurinavi.com/2023/07/19/doregakoikaga-3/,http://yurinavi.com/wp-content/uploads/2023/07/doregakoikaga-3.jpg
偽りのマリィゴールド (1),サスケ,2023-08-25,カドカワ,MFC,,1,,http://yurinavi.com/2023/07/21/itsuwarino-1/,http://yurinavi.com/wp-content/uploads/2023/07/itsuwarino-1.jpg
キャンディ (1),鈴木有布子,2023-08-25,ｿﾙﾏｰﾚ,ｿﾜﾚ,,1,,http://yurinavi.com/2023/08/21/candy-1/,http://yurinavi.com/wp-content/uploads/2023/08/candy-1.jpg
キャンディ (2),鈴木有布子,2023-08-25,ｿﾙﾏｰﾚ,ｿﾜﾚ,,2,,http://yurinavi.com/2023/08/21/candy-2/,http://yurinavi.com/wp-content/uploads/2023/08/candy-2.jpg
とくにある日々 (3),なか憲人,2023-08-29,ﾋｰﾛｰｽﾞ,わいるど,,3,,http://yurinavi.com/2023/08/01/tokuniaruhibi-3/,http://yurinavi.com/wp-content/uploads/2023/08/tokuniaruhibi-3.jpg
どっちにしろ、どつぼ (3),廣島ガウォ,2023-08-29,白泉社,アニマル,,3,,http://yurinavi.com/2023/08/29/docchinishiro-3/,http://yurinavi.com/wp-content/uploads/2023/08/docchinishiro-3.jpg
邪悪なモンスター『人間』を殺してレベルアップ！〜虐げられ全てを奪われた私は、ダンジョンになった学園で化物と戦う力を手に入れました。復讐も人助けもやりたい放題です〜,kiki / Enji,2023-08-29,MUGEN,,,1,True,http://yurinavi.com/2023/08/29/zyaakuna-monster-1/,http://yurinavi.com/wp-content/uploads/2023/08/zyaakuna-monster-1.jpg
酒と鬼は二合まで 1~4【新装版】,羽柴実里 / zinbei,2023-08-30,小学館,やわスピ,,1,,http://yurinavi.com/2023/08/27/saketooni-1-shin/,http://yurinavi.com/wp-content/uploads/2023/08/saketooni-1-shin.jpg
「お前ごときが魔王に勝てると思うな」と勇者パーティを追放されたので、王都で気ままに暮らしたい THE COMIC (5),南方純 / kiki,2023-08-31,マイクロ,ライド,,5,,http://yurinavi.com/2023/07/06/omaegotokiga-comic-5/,http://yurinavi.com/wp-content/uploads/2023/07/omaegotokiga-comic-5.jpg
猫娘症候群 7,ネコ太郎,2023-07-01,GANMA!,,,7,,http://yurinavi.com/2023/07/01/katorusu-ganma-7/,http://yurinavi.com/wp-content/uploads/2023/07/katorusu-ganma-7.jpg
ペンションライフ・ヴァンパイア (1),田口囁一,2023-07-04,集英社,ジャンプ,,1,,http://yurinavi.com/2023/06/01/pension-life-1/,http://yurinavi.com/wp-content/uploads/2023/06/pension-life-1-1.jpg
声がだせない少女は「彼女が優しすぎる」と思っている (11),矢村いち,2023-07-06,秋田書店,ﾁｬﾝﾋﾟｵﾝ,,11,,http://yurinavi.com/2023/05/09/koekano-11/,http://yurinavi.com/wp-content/uploads/2023/05/koekano-11.jpg
もういっぽん！(24),村岡ユウ,2023-07-06,秋田書店,ﾁｬﾝﾋﾟｵﾝ,,24,,http://yurinavi.com/2023/05/10/mouippon-24/,http://yurinavi.com/wp-content/uploads/2023/05/mouippon-24.jpg
うちの師匠はしっぽがない (11),TNSK,2023-07-06,講談社,ｱﾌﾀﾇｰﾝ,,11,,http://yurinavi.com/2023/06/20/uchinoshisho-11/,http://yurinavi.com/wp-content/uploads/2023/06/uchino-shisyoha-11.jpg
私のアリカ (2),藤沢 もやし / 隈屑。,2023-07-06,講談社,ヤンマガ,,2,,http://yurinavi.com/2023/07/03/watashino-arika-2/,http://yurinavi.com/wp-content/uploads/2023/07/watashino-arika-2.jpg
ステラ☆レコード[電子版],しおや てるこ,2023-07-06,画報社,YK,,1,True,http://yurinavi.com/2023/06/23/stella-record/,http://yurinavi.com/wp-content/uploads/2023/06/stella-record.jpg
ラストサマー・バケーション 下,東洋 トタン,2023-07-07,カドカワ,BRIDGE,,1,True,http://yurinavi.com/2023/05/31/last-summer-2/,http://yurinavi.com/wp-content/uploads/2023/05/last-summer-2.jpg
天喰の国 再録集,こめら,2023-07-07,ブリック,BLIC-GL,,1,True,http://yurinavi.com/2023/07/09/tengunokuni/,http://yurinavi.com/wp-content/uploads/2023/07/tengunokuni.png
突然何となく隣の席の同僚とキスしたくなりました。(2),三浦コズミ,2023-07-07,ブリック,BLIC-GL,,2,,http://yurinavi.com/2023/07/09/totsuzen-nantonaku-4/,http://yurinavi.com/wp-content/uploads/2023/07/totsuzen-nantonaku-4.png
もっと！ふたりエスケープ 1~3,田口 囁一,2023-07-07,ブリック,BLIC-GL,,1,,http://yurinavi.com/2023/07/09/futari-escape-motto/,http://yurinavi.com/wp-content/uploads/2023/07/futari-escape-motto-3.png
魔女ノ結婚 (3),studio HEADLINE,2023-07-10,カドカワ,エース,,3,,http://yurinavi.com/2023/05/25/majyono-kekkon-3/,http://yurinavi.com/wp-content/uploads/2023/05/majyonokekkon-3.jpg
少女たちの痕にくちづけを (3),春花 あや,2023-07-10,カドカワ,エース,,3,,http://yurinavi.com/2023/06/01/syoujyotachino-kizuatoni-3/,http://yurinavi.com/wp-content/uploads/2023/06/syoujyotachino-kizuatoni-3.jpg
ラーメン大好き小泉さん (11),鳴見なる,2023-07-11,竹書房,バンブー,,11,,http://yurinavi.com/2023/07/04/koizumisan-11/,http://yurinavi.com/wp-content/uploads/2023/07/koizumisan-11.jpg
カワセミさんの釣りごはん (8),匡乃下キヨマサ,2023-07-12,双葉社,ｱｸｼｮﾝ,,8,,http://yurinavi.com/2023/04/27/kawasemisan-8/,http://yurinavi.com/wp-content/uploads/2023/04/kawasemi-8.jpg
アネモネは熱を帯びる (5),桜木蓮,2023-07-12,芳文社,きらら,,5,,http://yurinavi.com/2023/05/08/anemone-5/,http://yurinavi.com/wp-content/uploads/2023/05/anemone-5.jpg
ちょっといっぱい！(10),火曜,2023-07-12,芳文社,きらら,,10,,http://yurinavi.com/2023/05/10/tyottoippai-10/,http://yurinavi.com/wp-content/uploads/2023/05/tyottoippai-10.jpg
異世界サウナへようこそ！～ルナちゃんはととのいたい～ (1),はづき,2023-07-12,芳文社,きらら,,1,,http://yurinavi.com/2023/07/05/isekaisauna-1/,http://yurinavi.com/wp-content/uploads/2023/07/isekaisauna-1.jpg
悪役令嬢が正ヒロインを口説き落とす話。(2),ふじい 葛西,2023-07-12,カドカワ,ビーム,,2,,http://yurinavi.com/2023/06/20/akuyakureijyoga-seihiroinwo-2/,http://yurinavi.com/wp-content/uploads/2023/06/akuyakureijyoga-seihiroinwo-2.jpg
スライム倒して300年、知らないうちにレベルMAXになってました (13),森田季節 / シバユウスケ,2023-07-12,スクエニ,ガンガン,,13,,http://yurinavi.com/2023/06/21/suraimutaoshite-comic-13/,http://yurinavi.com/wp-content/uploads/2023/06/suraimutaoshite-comic-13.jpg
女だから、とパーティを追放されたので伝説の魔女と最強タッグを組みました (4),蛙田あめこ / りりうら世都,2023-07-12,小学館,サンデー,,4,,http://yurinavi.com/2023/06/21/onnadakara-comic-4/,http://yurinavi.com/wp-content/uploads/2023/06/onnadakarato-comic-4.jpg
祈りの国のリリエール ～魔女の旅々 外伝～ (2),白石 定規 / ねりうめ,2023-07-13,SB,GA,,2,,http://yurinavi.com/2023/05/10/inorinokunino-comic-2/,http://yurinavi.com/wp-content/uploads/2023/05/inorinokunino-comic-2.jpg
スライム倒して300年、知らないうちにレベルMAXになってました (23),森田季節 / 紅緒,2023-07-13,SB,GA,,23,,http://yurinavi.com/2023/05/11/suraimutaoshite-23/,http://yurinavi.com/wp-content/uploads/2023/05/suraimutaoshite-23.jpg
女同士とかありえないでしょと言い張る女の子を、百日間で徹底的に落とす百合のお話 (7),みかみてれん / 緜,2023-07-13,SB,GA,,7,,http://yurinavi.com/2023/05/21/arioto-7/,http://yurinavi.com/wp-content/uploads/2023/05/arioto-7.jpg
ステラ☆レコード,しおや てるこ,2023-07-13,画報社,YK,,1,True,http://yurinavi.com/2023/06/23/stella-record/,http://yurinavi.com/wp-content/uploads/2023/06/stella-record.jpg
OL Vtuberと推しJKちゃん (1),しのぎあさ,2023-07-14,竹書房,バンブー,,1,,http://yurinavi.com/2023/04/16/ol-vtuber-1/,http://yurinavi.com/wp-content/uploads/2023/07/ol-vtuber-1.jpg
晴れのちシンデレラ magical (5),宮成楽,2023-07-14,竹書房,バンブー,,5,,http://yurinavi.com/2023/04/21/harenoti-magical-5/,http://yurinavi.com/wp-content/uploads/2023/04/harenoti-magical-5.jpg
ささやくように恋を唄う (8),竹嶋 えく,2023-07-18,一迅社,百合姫,,8,,http://yurinavi.com/2023/05/19/sasakoi-8/,http://yurinavi.com/wp-content/uploads/2023/05/sasakoi-8.jpg
私に天使が舞い降りた！(13),椋木 ななつ,2023-07-18,一迅社,百合姫,,13,,http://yurinavi.com/2023/05/19/wataten-13/,http://yurinavi.com/wp-content/uploads/2023/05/wataten-13.jpg
遠山えま百合集 センセイとの時間。,遠山 えま,2023-07-18,一迅社,百合姫,,1,True,http://yurinavi.com/2023/05/19/tooyamaema-yurisyu/,http://yurinavi.com/wp-content/uploads/2023/05/tooyamaema-yurisyu.jpg
小春と湊 わたしのパートナーは女の子,ひあるろん&達磨,2023-07-18,一迅社,百合姫,,1,True,http://yurinavi.com/2023/05/19/koharutominato/,http://yurinavi.com/wp-content/uploads/2023/05/koharutominato.jpg
コミック百合姫2023年9月号,,2023-07-18,一迅社,,,,,http://yurinavi.com/2023/07/13/yurihime-202309/,http://yurinavi.com/wp-content/uploads/2023/07/yurihime-202309.jpg
花は咲く、修羅の如く (5),むっしゅ / 武田 綾乃,2023-07-19,集英社,ﾔﾝｼﾞｬﾝ,,5,,http://yurinavi.com/2023/06/01/hanahasaku-5/,http://yurinavi.com/wp-content/uploads/2023/06/hanahasaku-5.jpeg
全部君のせいだ (2),merryhachi,2023-07-19,集英社,ﾔﾝｼﾞｬﾝ,,2,,http://yurinavi.com/2023/06/01/zenbukiminoseida-2/,http://yurinavi.com/wp-content/uploads/2023/06/zenbukiminoseida-2.jpg
シャドーハウス (14),ソウマトウ,2023-07-19,集英社,ﾔﾝｼﾞｬﾝ,,14,,http://yurinavi.com/2023/07/04/shadows-house-14/,http://yurinavi.com/wp-content/uploads/2023/07/shadows-house-14.jpg
宙-CHUU- (2),手原 和憲,2023-07-19,小学館,サンデー,,2,,http://yurinavi.com/2023/07/04/chuu-2/,http://yurinavi.com/wp-content/uploads/2023/07/CHUU-2.jpg
人喰い姫のカヴァリエーレ (1),麻貴早人,2023-07-20,コア,ゼノン,,1,,http://yurinavi.com/2023/05/21/hitoguihime-1/,http://yurinavi.com/wp-content/uploads/2023/05/hitoguihime-1.jpg
転生王女と天才令嬢の魔法革命 (7)【小説】,鴉ぴえろ / きさらぎ ゆり,2023-07-20,カドカワ,ﾌｧﾝﾀｼﾞｱ,,7,,http://yurinavi.com/2023/06/20/tenten-7/,http://yurinavi.com/wp-content/uploads/2023/06/tenten-7.jpg
転生王女と天才令嬢の魔法革命 ANIMATION 公式ファンブック,ファンタジア文庫編集部,2023-07-20,カドカワ,ﾌｧﾝﾀｼﾞｱ,,1,True,http://yurinavi.com/2023/07/08/tenten-anime-fanbook/,http://yurinavi.com/wp-content/uploads/2023/07/tenten-anime-fanbook.jpg
賭ケグルイ 双 (14),河本ほむら / 斎木桂,2023-07-22,スクエニ,ガンガン,,14,,http://yurinavi.com/2023/07/04/kakegurui-twin-14/,http://yurinavi.com/wp-content/uploads/2023/07/kakegurui-twin-14.jpg
賭ケグルイ (17),河本ほむら / 尚村透,2023-07-22,スクエニ,ガンガン,,17,,http://yurinavi.com/2023/07/04/kakegurui-17/,http://yurinavi.com/wp-content/uploads/2023/07/kakegurui-17.jpg
賭ケグルイ (仮) (10),河本ほむら / 川村拓,2023-07-22,スクエニ,ガンガン,,10,,http://yurinavi.com/2023/07/04/kakegurui-kari-10/,http://yurinavi.com/wp-content/uploads/2023/07/kakegurui-kari-10.jpg
ふたりべや (10),雪子,2023-07-24,幻冬舎,バーズ,,10,,http://yurinavi.com/2023/05/20/futaribeya-10/,http://yurinavi.com/wp-content/uploads/2023/05/futaribeya-10.jpg
このはな綺譚 (15),天乃咲哉,2023-07-24,幻冬舎,バーズ,,15,,http://yurinavi.com/2023/05/20/konohanakitan-15/,http://yurinavi.com/wp-content/uploads/2023/07/konohana-15.jpg
〆切前には百合が捗る(3),平坂 読 / さきだ咲紀,2023-07-25,スクエニ,ガンガン,,3,,http://yurinavi.com/2023/05/25/shimekirimaeniha-comic-3/,http://yurinavi.com/wp-content/uploads/2023/05/shimekirimaeniha-yurigahakadoru-comic-3.jpg
咲-Saki- (24),小林立,2023-07-25,スクエニ,ガンガン,,24,,http://yurinavi.com/2023/06/29/saki-24/,http://yurinavi.com/wp-content/uploads/2023/06/saki-24.jpg
怜-Toki- (10),小林立 / めきめき,2023-07-25,スクエニ,ガンガン,,10,,http://yurinavi.com/2023/06/29/toki-10/,http://yurinavi.com/wp-content/uploads/2023/06/toki-10.jpg
シノハユ the dawn of age (16),小林立 / 五十嵐あぐり,2023-07-25,スクエニ,ガンガン,,16,,http://yurinavi.com/2023/06/29/shinohayu-16/,http://yurinavi.com/wp-content/uploads/2023/07/shinohayu-16.jpg
咲とファイナルファンタジーXIV (2),小林立 / 木吉紗,2023-07-25,スクエニ,ガンガン,,2,,http://yurinavi.com/2023/06/29/sakito-ff-2/,http://yurinavi.com/wp-content/uploads/2023/06/sakito-ff-2.jpg
パパのセクシードール (1),梶川 岳,2023-07-26,カドカワ,電撃,,1,,http://yurinavi.com/2023/06/21/papano-sexydoll-1/,http://yurinavi.com/wp-content/uploads/2023/06/papano-sexydoll-1.jpg
忍者と殺し屋のふたりぐらし (3),ハンバーガー,2023-07-26,カドカワ,電撃,,3,,http://yurinavi.com/2023/06/21/ninjyato-koroshiya-3/,http://yurinavi.com/wp-content/uploads/2023/06/ninjyato-koroshiya-3.jpg
スロウスタート (11),篤見唯子,2023-07-27,芳文社,,,11,,http://yurinavi.com/2023/05/09/slow-start-11/,http://yurinavi.com/wp-content/uploads/2023/05/surousuta-to-11.jpg
おちこぼれフルーツタルト (7),浜弓場双,2023-07-27,芳文社,,,7,,http://yurinavi.com/2023/05/09/ochihuru-7/,http://yurinavi.com/wp-content/uploads/2023/05/ochikobore-7.jpg
気をつけなよ、お姉さん。(4),サスケ,2023-07-27,一迅社,REX,,4,,http://yurinavi.com/2023/05/21/kiwotsukenayo-4/,http://yurinavi.com/wp-content/uploads/2023/05/kiwotsukenayo-4.jpg
ないしょのおふたりさま。(1),沼 ちよ子,2023-07-27,カドカワ,キューン,,1,,http://yurinavi.com/2023/06/23/naisyono-ofutarisama-1/,http://yurinavi.com/wp-content/uploads/2023/06/naisyono-ofutarisama-1.jpg
晴れ晴れ日和 (4),吉村佳,2023-07-27,カドカワ,キューン,,4,,http://yurinavi.com/2023/06/23/harebarebiyori-4/,http://yurinavi.com/wp-content/uploads/2023/06/harebarebiyori-4.jpg
ガールズドーン！(2),山本アヒル,2023-07-27,GOT,MeDu,,2,,http://yurinavi.com/2023/07/04/girlsdawn-2/,http://yurinavi.com/wp-content/uploads/2023/07/girlsdawn-2.jpg
隣の席が好きな人だった 学生百合アンソロジー,アンソロジー,2023-07-31,一迅社,百合姫,,1,True,http://yurinavi.com/2023/05/20/tonarinosekiga-ansoro/,http://yurinavi.com/wp-content/uploads/2023/05/tonarinosekiga-ansoro.jpg
IDOL×IDOL STORY！(2),得能正太郎,2023-06-01,芳文社,FUZ,,2,,http://yurinavi.com/2023/04/06/idolxidol-story%ef%bc%812/,http://yurinavi.com/wp-content/uploads/2023/04/idol-idol-story-2.jpg
猫娘症候群 1~6【GANMA!版】,ネコ太郎,2023-06-01,GANMA,,,1,,http://yurinavi.com/2023/05/26/katorusu-ganma/,http://yurinavi.com/wp-content/uploads/2023/05/katorusu-ganma-1.jpg
くまクマ熊ベアー外伝~ユナのよりみち手帖~ (1),滝沢 リネン / くまなの,2023-06-02,主婦と,生活社,,1,,http://yurinavi.com/2023/04/28/kumabea-yuna-1/,http://yurinavi.com/wp-content/uploads/2023/04/kumabea-yuna-1.jpg
ハニーマスタード,やまもとまも,2023-06-02,大洋図書,LiLy Love,,1,True,http://yurinavi.com/2023/05/20/honey-mustard/,http://yurinavi.com/wp-content/uploads/2023/05/honey-mustard.jpg
紅茶の魔女の優雅なる宮廷生活 チートをひた隠す最弱魔導師の窓際ライフ (2),蛙田アメコ / ヨリフジ,2023-06-07,ゼノン,,,2,,http://yurinavi.com/2023/04/13/koutyanomajyo-2/,http://yurinavi.com/wp-content/uploads/2023/04/koutyanomajyo-2.jpg
囿者は懼れず (2),松本トモキ / LOSA,2023-06-07,スクエニ,ガンガン,,2,,http://yurinavi.com/2023/05/06/yuoso-2/,http://yurinavi.com/wp-content/uploads/2023/05/yuoso-2.jpg
腹ペコ聖女とまんぷく魔女の異世界スローライフ！(3),蛙田アメコ / 冬野なべ,2023-06-08,秋田書店,ﾁｬﾝﾋﾟｵﾝ,,3,,http://yurinavi.com/2023/04/16/harapekoseijyo-comic-3/,http://yurinavi.com/wp-content/uploads/2023/04/harapekoseijyo-comic-3.jpg
最強の傭兵少女の学園生活 ―少女と少女、邂逅する― (3),トミイ大塚 / 笹 塔五郎,2023-06-08,ｷﾙﾀｲﾑ,ｳﾞｧﾙｷﾘｰ,,3,,http://yurinavi.com/2023/05/04/saikyouno-youheisyoujyo-comic-3/,http://yurinavi.com/wp-content/uploads/2023/05/saikyouno-youheisyoujyo-comic-3.jpg
同級生の推し作家に百合妄想がバレた結果 (4),紺色3号,2023-06-08,星海社,,,4,,http://yurinavi.com/2023/05/31/oshiyuri-4/,http://yurinavi.com/wp-content/uploads/2023/05/doukyuseino-oshisakkani-4.jpg
あーしとわたし。 ギャル×百合アンソロジー,アンソロジー,2023-06-09,カドカワ,,,1,True,http://yurinavi.com/2023/04/14/a-shitowatashi-ansoro/,http://yurinavi.com/wp-content/uploads/2023/04/a-shitowatashi-ansoro.jpg
色んな女の子とキスをしていたら、百合キスに目覚めてしまいました…。(2),betock,2023-06-12,芳文社,きらら,,2,,http://yurinavi.com/2023/04/07/kissyuri-2/,http://yurinavi.com/wp-content/uploads/2023/04/kissyuri-2.jpg
琥珀の貴女,東河 みそ,2023-06-12,カドカワ,ビーム,,1,True,http://yurinavi.com/2023/04/14/kohakuno/,http://yurinavi.com/wp-content/uploads/2023/04/kohakuno.jpg
セントールの悩み (24),村山慶,2023-06-13,徳間書店,リュウ,,24,,http://yurinavi.com/2023/04/18/centor-24/,http://yurinavi.com/wp-content/uploads/2023/04/centor-24.jpg
おとなになっても (9),志村 貴子,2023-06-13,講談社,Kiss,,9,,http://yurinavi.com/2023/05/31/otonaninattemo-9/,http://yurinavi.com/wp-content/uploads/2023/05/otonani-nattemo-9.jpg
